document_digital_id,dates_document_date,document_summary,document_type_document,location_1,location_2,location_3,location_4,location_5,document_if_published_publication_details,document_if_published_volume_reference_noDoc,document_language_code,geographic_nouns_geo_nouns_mentioned_item1,geographic_nouns_geo_nouns_mentioned_item2,geographic_nouns_geo_nouns_mentioned_item3,geographic_nouns_geo_nouns_mentioned_item4,geographic_nouns_geo_nouns_mentioned_item5,geographic_nouns_geo_nouns_mentioned_item6,geographic_nouns_geo_nouns_mentioned_item7,geographic_nouns_geo_nouns_mentioned_item8,geographic_nouns_geo_nouns_mentioned_item9,geographic_nouns_geo_nouns_mentioned_item10,geographic_nouns_geo_nouns_mentioned_item11,geographic_nouns_geo_nouns_mentioned_item12,geographic_nouns_geo_nouns_mentioned_item13,geographic_nouns_geo_nouns_mentioned_item14,geographic_nouns_geo_nouns_mentioned_item15,geographic_nouns_geo_nouns_mentioned_item16,geographic_nouns_geo_nouns_mentioned_item17,geographic_nouns_geo_nouns_mentioned_item18,geographic_nouns_geo_nouns_mentioned_item19,geographic_nouns_geo_nouns_mentioned_item20,geographic_nouns_geo_nouns_mentioned_item21,geographic_nouns_geo_nouns_mentioned_item22,geographic_nouns_geo_nouns_mentioned_item23,geographic_nouns_geo_nouns_mentioned_item24,geographic_nouns_geo_nouns_mentioned_item25,geographic_nouns_geo_nouns_mentioned_item26,geographic_nouns_geo_nouns_mentioned_item27,geographic_nouns_geo_nouns_mentioned_item28,geographic_nouns_geo_nouns_mentioned_item29,geographic_nouns_geo_nouns_mentioned_item30,geographic_nouns_geo_nouns_mentioned_item31,geographic_nouns_geo_nouns_mentioned_item32,geographic_nouns_geo_nouns_mentioned_item33,geographic_nouns_geo_nouns_mentioned_item34,geographic_nouns_geo_nouns_mentioned_item35,geographic_nouns_geo_nouns_mentioned_item36,geographic_nouns_geo_nouns_mentioned_item37,geographic_nouns_geo_nouns_mentioned_item38,geographic_nouns_geo_nouns_mentioned_item39,geographic_nouns_geo_nouns_mentioned_item40,organizations_author_organization,organizations_other_organizations_mentioned_item1,organizations_other_organizations_mentioned_item2,organizations_other_organizations_mentioned_item3,organizations_other_organizations_mentioned_item4,organizations_other_organizations_mentioned_item5,organizations_other_organizations_mentioned_item6,organizations_other_organizations_mentioned_item7,organizations_other_organizations_mentioned_item8,organizations_other_organizations_mentioned_item9,organizations_other_organizations_mentioned_item10,organizations_other_organizations_mentioned_item11,organizations_other_organizations_mentioned_item12,organizations_other_organizations_mentioned_item13,organizations_other_organizations_mentioned_item14,organizations_other_organizations_mentioned_item15,organizations_other_organizations_mentioned_item16,organizations_other_organizations_mentioned_item17,organizations_other_organizations_mentioned_item18,organizations_other_organizations_mentioned_item19,organizations_other_organizations_mentioned_item20,organizations_other_organizations_mentioned_item21,organizations_other_organizations_mentioned_item22,organizations_other_organizations_mentioned_item23,organizations_other_organizations_mentioned_item24,organizations_other_organizations_mentioned_item25,organizations_other_organizations_mentioned_item26,organizations_other_organizations_mentioned_item27,organizations_other_organizations_mentioned_item28,organizations_other_organizations_mentioned_item29,organizations_other_organizations_mentioned_item30,organizations_other_organizations_mentioned_item31,organizations_other_organizations_mentioned_item32,organizations_other_organizations_mentioned_item33,organizations_other_organizations_mentioned_item34,organizations_other_organizations_mentioned_item35,organizations_other_organizations_mentioned_item36,organizations_other_organizations_mentioned_item37,organizations_other_organizations_mentioned_item38,organizations_other_organizations_mentioned_item39,organizations_other_organizations_mentioned_item40,organizations_recipient_organization,persons_author_person,persons_other_persons_mentioned_item1,persons_other_persons_mentioned_item2,persons_other_persons_mentioned_item3,persons_other_persons_mentioned_item4,persons_other_persons_mentioned_item5,persons_other_persons_mentioned_item6,persons_other_persons_mentioned_item7,persons_other_persons_mentioned_item8,persons_other_persons_mentioned_item9,persons_other_persons_mentioned_item10,persons_other_persons_mentioned_item11,persons_other_persons_mentioned_item12,persons_other_persons_mentioned_item13,persons_other_persons_mentioned_item14,persons_other_persons_mentioned_item15,persons_other_persons_mentioned_item16,persons_other_persons_mentioned_item17,persons_other_persons_mentioned_item18,persons_other_persons_mentioned_item19,persons_other_persons_mentioned_item20,persons_other_persons_mentioned_item21,persons_other_persons_mentioned_item22,persons_other_persons_mentioned_item23,persons_other_persons_mentioned_item24,persons_other_persons_mentioned_item25,persons_other_persons_mentioned_item26,persons_other_persons_mentioned_item27,persons_other_persons_mentioned_item28,persons_other_persons_mentioned_item29,persons_other_persons_mentioned_item30,persons_other_persons_mentioned_item31,persons_other_persons_mentioned_item32,persons_other_persons_mentioned_item33,persons_other_persons_mentioned_item34,persons_other_persons_mentioned_item35,persons_other_persons_mentioned_item36,persons_other_persons_mentioned_item37,persons_other_persons_mentioned_item38,persons_other_persons_mentioned_item39,persons_other_persons_mentioned_item40,persons_recipient_person,persons_signatory_person,tags_document_tags_item1,tags_document_tags_item2,tags_document_tags_item3,tags_document_tags_item4,tags_document_tags_item5,tags_document_tags_item6,tags_document_tags_item7,tags_document_tags_item8,tags_document_tags_item9,tags_document_tags_item10,tags_document_tags_item11,tags_document_tags_item12
10011,4.5.1959,"Anhänge und Änderungen siehe EDA, Datenbank Staatsverträge (",Treaty (Acc),CH-BAR#K1#1000/1414#2557*,,,,,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dominican Republic (Economy),Dominican Republic (General),Trade relations,GATT,,,,,,,,
10012,11.5.1959,Allgem. In-Kraft-Treten: 16.11.1962,Treaty (Acc),CH-BAR#K1#1000/1414#2574*,,,,,,,fr,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Organisation for Economic Co-operation and Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey (Economy),Organisation for Economic Co-operation and Development (OEEC–OECD),Economic relations,Financial relations,Turkey (General),Multilateral relations,,,,,,
10013,29.1.1959,,Treaty (Acc),,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Norway (Politics),Norway (General),Swiss citizens from abroad,Swiss policy towards foreigners,,,,,,,,
10014,14.4.1959,In-Kraft-Treten: 24.04.1959,Treaty (Acc),,,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spain (Politics),Spain (General),Swiss policy towards foreigners,,,,,,,,,
10015,28.11.1960,Allgem. In-Kraft-Treten: 01.08.1984,Treaty (Acc),CH-BAR#null, CH-BAR#null, CH-BAR#null,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Economic relations,Multilateral relations,UNO (principal organs),,,,,,,,,
10016,7.7.1960,In-Kraft-Treten: 01.09.1957,Treaty (Acc),CH-BAR#null, CH-BAR#null, CH-BAR#null, CH-BAR#null,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pakistan (Politics),Pakistan (General),Swiss policy towards foreigners,Actors and Institutions,,,,,,,,
10017,16.12.1960,Ratifikationsaustausch: 12.03.1962,Treaty (Acc),CH-BAR#null, CH-BAR#null, CH-BAR#null,,,,,de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Austria (Politics),Austria (General),,,,,,,,,,
10018,6.10.1960,Allgem. In-Kraft-Treten: 15.03.1962,Treaty (Acc),CH-BAR#null, CH-BAR#null,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trade relations,Multilateral relations,UNO (principal organs),Economic relations,,,,,,,,
10019,28.4.1960,Allgem. In-Kraft-Treten: 29.07.1960,Treaty (Acc),CH-BAR#null, CH-BAR#null, CH-BAR#null,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Economic relations,Multilateral relations,Council of Europe,Trade relations,,,,,,,,
10020,9.12.1960,Allgem. In-Kraft-Treten: 12.06.1962,Treaty (Acc),CH-BAR#null, CH-BAR#null,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trade relations,Multilateral relations,Europe's Organisations,UNO – General,Economic relations,,,,,,,
10021,28.9.1960,Ratifikationsaustausch: 08.07.1961,Treaty (Acc),CH-BAR#null, CH-BAR#null, CH-BAR#null,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,France (Economy),France (General),Trade relations,,,,,,,,,
10022,4.1.1960,Allgem. In-Kraft-Treten: 03.05.1960,Treaty (Acc),CH-BAR#null, CH-BAR#null, CH-BAR#null,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,European Free Trade Association (EFTA),Multilateral relations,Europe's Organisations,Economic relations,Trade relations,UNO (principal organs),,,,,,
10023,4.1.1960,In-Kraft-Treten: 03.05.1960,Treaty (Acc),CH-BAR#null, CH-BAR#null, CH-BAR#null,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liechtenstein (Economy),Der Zollvertrag als Tor zur Welt (CH-FL),Liechtenstein (General),UNO (principal organs),Economic relations,Trade relations,,,,,,
10024,26.4.1960,In-Kraft-Treten: 26.04.1960,Treaty (Acc),CH-BAR#null, CH-BAR#null,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Czechoslovakia (Economy),Czechoslovakia (General),Economic relations,Financial relations,,,,,,,,
10025,26.4.1960,In-Kraft-Treten: 26.04.1960,Treaty (Acc),CH-BAR#null, CH-BAR#null, CH-BAR#null,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Czechoslovakia (Economy),Czechoslovakia (General),Economic relations,Financial relations,,,,,,,,
10026,15.3.1960,Allgem. In-Kraft-Treten: 13.09.1966,Treaty (Acc),CH-BAR#null, CH-BAR#null, CH-BAR#null,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit and transport,Multilateral relations,Europe's Organisations,UN (Specialized Agencies),,,,,,,,
10027,17.6.1960,Allgem. In-Kraft-Treten: 26.05.1965,Treaty (Acc),CH-BAR#null, CH-BAR#null, CH-BAR#null,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit and transport,Multilateral relations,UNO (principal organs),,,,,,,,,
10028,13.12.1960,Allgem. In-Kraft-Treten: 01.01.1986,Treaty (Acc),CH-BAR#null, CH-BAR#null,,,,,,en,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit and transport,Multilateral relations,Europe's Organisations,,,,,,,,,
10029,24.3.1960,Ratifikationsaustausch: 27.11.1961,Treaty (Acc),CH-BAR#null, CH-BAR#null, CH-BAR#null,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belgium (Economy),Belgium (General),Transit and transport,,,,,,,,,
10030,5.10.1960,Ratifikationsaustausch: 21.12.1966,Treaty (Acc),CH-BAR#null, CH-BAR#null, CH-BAR#null,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chile (Economy),Chile (General),Transit and transport,,,,,,,,,
10031,31.10.1960,Ratifikationsaustausch: 20.08.1962,Treaty (Acc),CH-BAR#null, CH-BAR#null, CH-BAR#null,,,,,ml,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myanmar  (Economy),Myanmar (General),Transit and transport,,,,,,,,,
10032,21.5.1960,Ratifikationsaustausch: 22.11.1962,Treaty (Acc),CH-BAR#null, CH-BAR#null, CH-BAR#null,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tunesia (Economy),Tunesia (General),Transit and transport,,,,,,,,,
10033,22.4.1960,Allgem. In-Kraft-Treten: 24.08.1961,Treaty (Acc),CH-BAR#null, CH-BAR#null, CH-BAR#null,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Transit and transport,Multilateral relations,UN (Specialized Agencies),Economic relations,,,,,,,,
10034,27.10.1960,Allgem. In-Kraft-Treten: 10.11.1961,Treaty (Acc),CH-BAR#null, CH-BAR#null, CH-BAR#null,,,,,de,Austria,Baden-Württemberg,Bavaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental issues,Multilateral relations,Austria (General),Federal Republic of Germany (Others),Federal Republic of Germany (General),Austria (Others),,,,,,
10035,22.6.1960,Allgem. In-Kraft-Treten: 17.06.1962,Treaty (Acc),CH-BAR#null, CH-BAR#null,,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Economic relations,Multilateral relations,UN (Specialized Agencies),Environmental issues,,,,,,,,
10036,14.10.1960,In-Kraft-Treten: 01.10.1959,Treaty (Acc),CH-BAR#null, CH-BAR#null, CH-BAR#null,,,,,fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Netherlands (the) (Economy),Netherlands (the) (General),Economic relations,Social Insurances,,,,,,,,
10037,14.12.1960,Allgem. In-Kraft-Treten: 30.09.1961,Treaty (Acc),CH-BAR#K1#1000/1414#2463*, CH-BAR#null, CH-BAR#null,,,,,ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Organisation for Economic Co-operation and Development (OEEC–OECD),Multilateral relations,Economic relations,Technical cooperation,,,,,,,,
